label	question	lang
NUM:count	What is the number of provinces of Mexico?	en
ENTY:color	What is maroon?	en
LOC:city	What country is Beijing in?	en
DESC:manner	How does hair curl	en
ENTY:color	What is crystal structure coloration?	en
NUM:period	What is the lifespan?	en
ENTY:animal	What are the three animals in Sheila Burnfords The Incredible Journey	en
LOC:water	How salty is the Black Sea?	en
ABBR:abb	What does EPA stand for?	en
DESC:def	How does semantic bleaching occur?	en
LOC:other	Where is the location of the Orange Bowl	en
ABBR:exp	What does ASM stand for?	en
HUM:ind	What U.S. President was the first to breed mules	en
DESC:reason	Why do birds migrate?	en
ENTY:dismed	What causes mumps?	en
LOC:landmass	Which continent has the Great Barrier Reef?	en
ENTY:product	What do you use a printer for?	en
ENTY:body	How does the bladder store?	en
DESC:reason	Why did the Globe Theatre burn down	en
LOC:mount	What is the tallest mountain in the world?	en
ENTY:letter	what vowel do male names usually end with in portuguese	en
ENTY:termeq	Whats the term for a limestone deposit rising from the floor of a cave	en
LOC:state	What states do not have state income tax	en
DESC:desc	Tell me about the Eiffel Tower	en
ENTY:color	What color is turquoise?	en
ENTY:plant	What is a spinach?	en
ENTY:veh	What is a wagon?	en
ENTY:other	What articles of clothing are tokens in Monopoly	en
ENTY:religion	What is Rastafarianism?	en
NUM:temp	What is the melting point of copper?	en
ENTY:letter	What letter is used for iron on the periodic table?	en
DESC:desc	How is politics described civically?	en
NUM:temp	What is the melting point of ice in Celsius?	en
LOC:country	What continent is Argentina in?	en
ENTY:other	What did 8, CD NNS VBP TO VB NNP POS NN	en
ENTY:sport	How is bowling played?	en
ENTY:color	What is a common blue item?	en
HUM:ind	How are scientists?	en
ENTY:body	Which gland secretes mucus and is found in the duodenum only	en
ENTY:termeq	What is another word for dwelling?	en
NUM:dist	A 25 m ladder is placed against a vertical wall of a building. The ladder is 7 m from the base of the building. If the top of the ladder slips 4 m, how much will the foot of the ladder slide	en
ENTY:cremat	What did Shostakovich write for Rostropovich	en
ABBR:abb	What is the abbreviation for Wireless Personal Area Network?	en
HUM:desc	How does a lawyer work?	en
ENTY:instru	What is a ruler?	en
NUM:speed	How fast does a duck fly?	en
LOC:country	Name the country of giants twelve times the size of man in Gullivers Travels	en
ABBR:abb	GPU abbreviates what?	en
ENTY:symbol	What is the & symbol used for?	en
ENTY:body	What does the arm do?	en
ENTY:product	What is a camera?	en
ENTY:color	What is color matching?	en
DESC:reason	What causes permafrost?	en
ENTY:substance	What are the properties of copper?	en
ENTY:veh	What is a cruise ship?	en
ENTY:food	What is porridge?	en
ENTY:cremat	What TV series changed the names to protect the innocent	en
ENTY:body	What is the lymphatic system?	en
NUM:volsize	How large is the Southern Ocean?	en
DESC:def	How does blending create forms?	en
DESC:def	What is meronym?	en
NUM:other	Whats the score of a forfeited baseball game	en
ENTY:instru	What is a xylophone?	en
NUM:date	When was the invention of the printing press?	en
ENTY:animal	How big is a ostrich?	en
NUM:count	How many feet more than 2 is the average height of the Great Wall of China	en
LOC:state	What is the capital of Iowa?	en
ENTY:plant	Where do spinachs grow?	en
ENTY:sport	What is football?	en
NUM:speed	What is the speed of a space shuttle at launch?	en
NUM:date	When was the vaccine invented?	en
ENTY:food	How are vegetables grown?	en
ENTY:letter	What is the most common vowel in English?	en
ENTY:animal	What bird can swim but can t fly	en
LOC:landmass	What countries are in Iberian Peninsula?	en
ABBR:exp	SSL is short for what exactly?	en
DESC:reason	Why did the chicken cross the road	en
LOC:country	What country has declared one-fifth of its territory off-limits to Russians	en
LOC:water	Where is the Amazon River delta?	en
ABBR:exp	What does the technical term ISDN mean	en
ENTY:event	What is a parade?	en
NUM:code	What is the HTML code for bell?	en
ABBR:exp	What does MSG stand for	en
NUM:weight	The vanillin molecule is the primary molecule present in vanilla extract. What is the molecular mass of vanillin	en
ENTY:body	How does the liver detoxify?	en
ENTY:lang	Which language is spoken in Morocco?	en
ENTY:cremat	What is the purpose of epitaph?	en
ENTY:symbol	What is the π symbol used for?	en
ENTY:body	How many types of synovial joints exist?	en
NUM:perc	What percentage of the worlds coffee comes from Africa?	en
HUM:ind	How does a scientist conduct research?	en
ENTY:body	What is the spleen?	en
ENTY:veh	How does a glider work?	en
DESC:def	What are boxcars	en
DESC:def	How would you define communism?	en
HUM:desc	What does a biologist do?	en
NUM:period	How many hours of sleep does an adult need per night?	en
DESC:reason	Why do mountains form?	en
HUM:gr	Which organization is the Security Council a part of	en
LOC:country	What continent is India in?	en
HUM:desc	Who is Samuel F. Pickering	en
LOC:country	What country is the worlds largest importer of cognac	en
DESC:def	How does spreading activation function?	en
HUM:ind	What TV character said ; One of these days, Alice, pow, right in the kisser	en
NUM:speed	How fast is a train?	en
ENTY:symbol	What is the chemical symbol for nitrogen	en
NUM:period	How long does it take for a nail to grow back?	en
ABBR:abb	CRUD is an abbreviation for what?	en
NUM:ord	What is the ordinality of 11 in the set of odd numbers	en
NUM:period	How many seconds in a minute?	en
NUM:other	What is the area of Australia?	en
NUM:code	what is your public PGP key	en
NUM:dist	A car travels at a constant speed of 40 mph for 3 hours. How far does the car go	en
ENTY:instru	How does a piano work?	en
LOC:mount	what is the tallest mountain in iberia	en
HUM:gr	What businesses or agencies would do an employment verification	en
ENTY:instru	How many keys does a clarinet have?	en
ENTY:color	How is purple made?	en
ENTY:word	What does exuberant mean?	en
ABBR:abb	What does XML format?	en
NUM:perc	How much of the human bodys energy is consumed by the brain?	en
HUM:gr	Which team won the Super Bowl in 1968	en
ENTY:veh	How many people does a standard Uber vehicle seat?	en
DESC:manner	How do workers labor?	en
DESC:def	What is pandoro	en
NUM:speed	how slow does a sloth move	en
ENTY:animal	Which came first, according to Genesis 1 2 22 - the chicken or the egg	en
HUM:ind	What is a linguist?	en
DESC:reason	Why do morals develop?	en
DESC:def	What is the washed vodka	en
HUM:title	What is a Chief Justice?	en
ENTY:currency	What is the currency of South Korea?	en
ENTY:product	What is the Bugatti?	en
DESC:reason	Why do movie and TV stars get paid so much	en
ENTY:cremat	What TV show did John Sebastian sing the theme for	en
ABBR:exp	What does CZE stand for?	en
ENTY:color	What are Halloweens colors	en
ENTY:substance	What are the properties of oil?	en
DESC:desc	What are the words to the song sung by Banana in Pajamas	en
LOC:landmass	What is South America?	en
DESC:reason	What causes amnesia?	en
ENTY:techmeth	How does cloud computing work?	en
ENTY:color	What are cool colors?	en
LOC:country	What country boasts the most dams	en
ABBR:exp	What does EU represent?	en
HUM:title	What does Robin Williams do	en
ENTY:termeq	What is a synonym for attorney?	en
HUM:ind	What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history	en
NUM:period	How many seconds does a commercial typically last?	en
ENTY:food	Where does watermelon come from?	en
DESC:desc	What happened to Phillip Taylor Kramer	en
LOC:water	What ocean is the largest in the world	en
HUM:title	What is a President?	en
NUM:count	What is the population of Spain?	en
ENTY:body	How many glands exist?	en
DESC:reason	Why does the moon turn orange	en
ENTY:word	What is the collective noun for geese	en
DESC:desc	How is progression described directionally?	en
ABBR:abb	What is the abbreviation for Domain Name System?	en
ENTY:substance	What are the properties of iron?	en
NUM:period	How old do you have to be in order to rent a car in Italy	en
ENTY:letter	How many letters does the Esperanto alphabet have?	en
ENTY:termeq	What is another word for bright starting with l?	en
NUM:code	What is the Unicode code for carriage return?	en
DESC:desc	What captures serenity?	en
ENTY:body	What is the rib?	en
ENTY:word	What is a word that means quick?	en
DESC:manner	How do virologists isolate?	en
ENTY:food	What two vegetables are combined in succotash	en
LOC:city	In what city is the headquarters of Sinn Fein	en
NUM:period	How long is human gestation	en
ENTY:substance	What is carbon?	en
ENTY:body	How many taste receptors does a human have?	en
ENTY:veh	How long is a standard railway boxcar?	en
ENTY:product	What is Coca-Cola?	en
HUM:gr	What level of government or governmental agency is responsible for dealing with racism	en
ENTY:food	What is Khorasan?	en
ENTY:instru	How many keys does a bagpipe have?	en
NUM:count	What is the number of regions of Brazil?	en
ENTY:cremat	What sports magazine has the largest circulation	en
DESC:def	How does presupposition function?	en
ENTY:termeq	Is silent the same as quiet?	en
DESC:reason	What causes lightning?	en
NUM:count	How many home runs did Babe Ruth hit in his lifetime	en
NUM:perc	What percentage of people are colorblind?	en
LOC:water	How salty is the East China Sea?	en
ENTY:food	What are root vegetables?	en
ENTY:termeq	What is a synonym for home?	en
NUM:other	What does 7847+5943 equal	en
NUM:count	How many boys play the game in Winslow Homers 1872 painting Snap the Whip	en
DESC:desc	What are the living conditions in Cuba	en
HUM:gr	What is a knights?	en
ABBR:exp	What does TJK stand for?	en
LOC:state	What is the capital of Louisiana?	en
ENTY:veh	How does a tractor work?	en
NUM:count	What is the population of Canada?	en
NUM:period	What is the typical duration of adolescence?	en
ENTY:religion	What is Nestorian Christianity?	en
ENTY:dismed	How does alzheimers disease progress?	en
ENTY:symbol	What is the swastika symbol?	en
HUM:ind	Whats the name of the actress who starred in the movie, Silence of the Lambs	en
DESC:manner	How do artists create?	en
NUM:volsize	What is the size of a golf ball?	en
ENTY:word	What word occurs 46, 227 times in the Bible	en
NUM:volsize	what size will the sun be when it becomes a red dwarf	en
DESC:manner	In what way do biologists observe?	en
DESC:def	How does interference occur?	en
HUM:ind	What did Stephen Hawking do?	en
DESC:desc	How is film described cinematically?	en
NUM:count	What is the area in sq km of Italy?	en
NUM:count	What is the area of Australia?	en
DESC:def	How would you define metaphor?	en
LOC:landmass	How are mesaformed?	en
ENTY:word	What is an infinitive?	en
ENTY:product	How does a smartwatch function?	en
ENTY:food	What is ice cream?	en
ENTY:dismed	What chemical in red wine is good for the heart and what exactly does it do to your body	en
NUM:volsize	How large is Lake Victoria?	en
DESC:manner	How do educators instill?	en
HUM:title	What is a Ambassador?	en
ENTY:color	What is the wavelength of red light?	en
ENTY:symbol	What is the @ symbol?	en
NUM:money	How much can a person be fined for having a dog on a beach	en
HUM:desc	What is a designer?	en
LOC:country	What defines a nation?	en
ENTY:body	What does the toe do?	en
NUM:count	What is the number of states of UK?	en
HUM:title	What is a Countess?	en
ENTY:termeq	Is senior the same as elderly?	en
DESC:reason	What are Cushman and Wakefield known for	en
ENTY:religion	What religion has the most members	en
ENTY:techmeth	What is serverless computing?	en
ENTY:animal	How do colony animals work?	en
ENTY:color	How do multiple colors combine?	en
ENTY:termeq	What is an antonym?	en
NUM:perc	What is the chance of conceiving quadruplets	en
NUM:ord	Who came in ninth place?	en
ENTY:instru	How many valves does a tuba have?	en
DESC:def	How do acronyms differ from initialisms?	en
ENTY:other	What is ethnography?	en
ABBR:exp	What is CIA?	en
ENTY:body	Where is the pancreas?	en
ENTY:animal	What animal has the biggest eyes	en
NUM:period	How many decades are in a century?	en
ENTY:word	What is the most commonly used 1 letter word in the English language	en
ENTY:word	What does sagacious mean?	en
ABBR:abb	What is the acronym for Hypertext Markup Language?	en
NUM:code	What is the HTML code for newline?	en
ABBR:abb	In computing, LED refers to what?	en
DESC:reason	What causes tinnitus?	en
ENTY:termeq	What do you call a Poker hand with five cards of the same suit	en
NUM:code	Why does ASCII use specific numeric values for each character?	en
ENTY:body	What is the thickness of human skin?	en
HUM:gr	Name the food company that traveled to Soviet Georgia to film a series of ads	en
ENTY:symbol	What is the chemical symbol for carbon?	en
ABBR:abb	What is the shorthand for Operating System?	en
ENTY:food	What is Orange?	en
LOC:country	What is the capital of Israel?	en
ENTY:animal	What makes learning crucial?	en
ENTY:other	What keeps clouds in the air	en
ENTY:instru	What tool measures wind direction?	en
ABBR:exp	What does TZA stand for?	en
NUM:count	How many people did Randy Steven Craft murder	en
ENTY:instru	What is a saxophone used for?	en
NUM:weight	How much does a large pizza weigh?	en
ENTY:veh	What is a tricycle?	en
HUM:ind	Who wrote the bestselling Missionary Travels and Researches in South Africa, published in 1857	en
LOC:landmass	Whats the largest island in the West Indies	en
ENTY:body	What is the purpose of the heart?	en
HUM:ind	Tell me about Homer	en
ABBR:abb	What does FTP transfer?	en
HUM:desc	Who is Edmund Kemper	en
ABBR:exp	Spell out the acronym GPU	en
NUM:temp	What is the surface temperature of the sun?	en
HUM:gr	How is a coalition organized?	en
