label	question	answer	lang
ENTY:letter	Which character is used as the 'at' symbol in email addresses?	@.	en
ENTY:cremat	Which classic novel features the character Jay Gatsby?	The Great Gatsby.	en
ENTY:color	Which color is often associated with environmental movements?	Green.	en
ENTY:color	Which color is often associated with modern environmental movements?	Green.	en
ENTY:color	Which color is represented by the HEX code #FF0000 in design?	Red.	en
ENTY:color	Which color is represented by the HEX code #FF0000?	Red.	en
ENTY:product	Which company was responsible for the manufacturing of the first mass-produced personal computer?	IBM.	en
LOC:landmass	Which continent contains the vast majority of the world's population?	Asia.	en
LOC:landmass	Which continent is entirely located in the Southern and Eastern hemispheres?	Australia.	en
LOC:country	Which country does the Nile flow through?	Egypt.	en
LOC:country	Which country has Lisbon as its capital?	Portugal.	en
LOC:country	Which country has the second largest population in the world?	India.	en
LOC:country	Which country is shaped like a boot and located in the Mediterranean?	Italy.	en
LOC:country	Which country is shaped like a boot?	Italy.	en
LOC:country	Which country is the largest in South America by land area?	Brazil.	en
LOC:country	Which country is the largest in South America by total land area?	Brazil.	en
LOC:country	Which country is the largest in South America?	Brazil.	en
LOC:country	Which country spans eleven time zones?	Russia.	en
ENTY:cremat	Which cult classic film features an underground fighting society?	Fight Club.	en
ENTY:currency	Which currency is currently the most widely held reserve currency in the global market?	The US Dollar.	en
ENTY:currency	Which currency is known as the 'Loonie' because of the bird on it?	The Canadian Dollar.	en
ENTY:currency	Which currency is shared by eight different nations in the West African economic union?	The CFA Franc.	en
ENTY:currency	Which currency is shared by eight West African nations?	The CFA Franc.	en
ENTY:currency	Which currency is the most widely used reserve currency in the world today?	The US Dollar.	en
ENTY:currency	Which currency was established as the unit of money by the US Coinage Act of 1792?	The Dollar.	en
ENTY:currency	Which currency was established by the Coinage Act of 1792 in America?	The US Dollar.	en
ENTY:currency	Which currency was established by the Treaty of Rome?	The Euro.	en
NUM:ord	Which day of the week is considered the first in most global calendars?	Sunday.	en
NUM:ord	Which day of the week is considered the first in the US calendar?	Sunday.	en
LOC:landmass	Which desert covers the majority of the northern part of Africa?	The Sahara.	en
LOC:landmass	Which desert is known as the driest non-polar place on Earth?	The Atacama Desert.	en
ENTY:animal	Which domestic animal was first tamed by humans in ancient history?	The Dog.	en
ENTY:animal	Which domestic animal was first tamed by humans in ancient times?	The Dog.	en
ENTY:substance	Which element is the building block of all known life on Earth?	Carbon.	en
ENTY:substance	Which element is the building block of all organic life?	Carbon.	en
ENTY:substance	Which element is the most abundant in the Earth's atmosphere?	Nitrogen.	en
ENTY:cremat	Which epic novel by Leo Tolstoy is set during the Napoleonic Wars?	War and Peace.	en
HUM:gr	Which ethnic group comprises over ninety percent of the population of China?	The Han Chinese.	en
ENTY:event	Which event signaled the formal end of World War II in the Pacific?	The surrender of Japan.	en
HUM:ind	Which evocative and complex poem was written by T.S. Eliot?	The Waste Land.	en
ENTY:cremat	Which film directed by Steven Spielberg features a great white shark?	Jaws.	en
ENTY:cremat	Which film won the first Academy Award for Best Picture in 1929?	Wings.	en
ENTY:animal	Which fish is known for having a skeleton made entirely of cartilage?	The Shark.	en
ENTY:animal	Which flightless bird is the largest in the world and native to Africa?	The Ostrich.	en
ENTY:plant	Which flower is known for its large size and intense aroma of rotting meat?	The Corpse Flower.	en
ENTY:plant	Which flowering plant is the primary source of commercial chocolate production?	The Cacao tree.	en
ENTY:cremat	Which folk song tells the story of a life in New Orleans?	The House of the Rising Sun.	en
ENTY:letter	Which Greek letter is used to represent the standard deviation in math?	Sigma.	en
HUM:gr	Which group of people is known for the historical migration across the Pacific?	The Polynesians.	en
HUM:gr	Which group of people is known for the traditional practice of Santería?	The Yoruba.	en
ABBR:abb	Which initials are used for the Federal Bureau of Investigation?	FBI	en
ABBR:abb	Which initials stand for the Central Intelligence Agency?	CIA	en
LOC:landmass	Which island is the largest in the Mediterranean Sea?	Sicily.	en
NUM:ord	Which King of England was the eighth of his name to reign?	Henry VIII.	en
NUM:ord	Which King of England was the eighth of his name to rule?	Henry VIII.	en
ENTY:animal	Which large African mammal is known for its thick skin and two horns of keratin?	The Rhinoceros.	en
ENTY:cremat	Which large-scale painting depicts the bombing of a Basque town?	Guernica.	en
ENTY:letter	Which letter is the only one not used in the name of any US state?	Q.	en
ENTY:animal	Which marine mammal is famous for its high level of intelligence?	The Bottlenose Dolphin.	en
ENTY:animal	Which marsupial is known for carrying its young in a pouch?	The Kangaroo.	en
ENTY:cremat	Which massive historical novel by Leo Tolstoy is set in war?	War and Peace.	en
NUM:ord	Which mission was the second to land humans on the lunar surface?	Apollo 12.	en
NUM:ord	Which mission was the second to successfully land humans on the moon?	Apollo 12.	en
ENTY:cremat	Which monumental symphony by Beethoven features the 'Ode to Joy' finale?	Symphony No. 9.	en
LOC:mount	Which mountain is famous for the four US presidential faces carved into it?	Mount Rushmore.	en
LOC:mount	Which mountain is known as the 'Savage Mountain' due to the difficulty of ascent?	K2.	en
LOC:mount	Which mountain is the second highest on Earth and located in the Karakoram?	K2.	en
LOC:mount	Which mountain range forms the natural border between France and Spain?	The Pyrenees.	en
LOC:mount	Which mountain range is found in North Africa?	The Atlas Mountains.	en
LOC:mount	Which mountain range is located in the western United States and Canada?	The Rockies.	en
LOC:mount	Which mountain range is located on the eastern side of the United States?	The Appalachians.	en
ENTY:currency	Which nation currently utilizes the 'Dinar' as its primary unit of money?	Kuwait.	en
ENTY:currency	Which nation currently utilizes the 'Zloty' as its primary national unit of money?	Poland.	en
ENTY:currency	Which nation currently utilizes the 'Zloty' as its primary unit of money?	Poland.	en
ENTY:cremat	Which novel by George Orwell describes a dystopian future in 1984?	1984.	en
ENTY:cremat	Which novel by Harper Lee addresses racial injustice in the South?	To Kill a Mockingbird.	en
ENTY:cremat	Which novel by Mary Shelley is about a scientist and his monster?	Frankenstein.	en
ENTY:sport	Which Olympic sport involves both swimming and cycling and running?	The Triathlon.	en
ENTY:sport	Which Olympic sport involves swimming, cycling, and running?	The Triathlon.	en
ENTY:body	Which organ filters waste products from the blood to produce urine?	The kidney.	en
ENTY:body	Which organ in the digestive system is responsible for absorbing water?	The large intestine.	en
ENTY:body	Which organ in the human body is capable of regenerating itself after damage?	The liver.	en
ENTY:body	Which organ in the human body is capable of regenerating itself?	The liver.	en
ENTY:body	Which organ is responsible for the production of red blood cells?	The bone marrow.	en
ENTY:cremat	Which painting by Vincent van Gogh features a swirling night sky?	The Starry Night.	en
ENTY:body	Which part of the brain controls basic life functions like breathing?	The brainstem.	en
ENTY:body	Which part of the brain is responsible for maintaining balance?	The cerebellum.	en
ENTY:body	Which part of the brain is the center for higher intellectual functions?	The cerebrum.	en
ENTY:body	Which part of the eye controls the amount of light that enters?	The iris.	en
ENTY:body	Which part of the eye is responsible for controlling the diameter of the pupil?	The iris.	en
ENTY:body	Which part of the human ear is responsible for capturing sound waves?	The pinna.	en
ENTY:body	Which part of the human eye is sensitive to light and colors?	The retina.	en
ENTY:body	Which part of the respiratory system is commonly called the voice box?	The larynx.	en
ENTY:body	Which part of the skeleton protects the brain from physical injury?	The skull.	en
ENTY:body	Which part of the skeleton protects the human brain from injury?	The skull.	en
ENTY:cremat	Which play by Arthur Miller serves as a social commentary on the American Dream?	Death of a Salesman.	en
ENTY:cremat	Which play by William Shakespeare is about a Danish prince?	Hamlet.	en
LOC:state	Which province in Canada is the largest in terms of total land area?	Quebec.	en
LOC:state	Which province in South Africa was the home of Nelson Mandela's birth?	Eastern Cape.	en
LOC:state	Which province in the country of Canada is home to the city of Vancouver?	British Columbia.	en
LOC:state	Which province in the nation of Argentina contains the city of Cordoba?	Córdoba Province.	en
HUM:ind	Which series of violin concertos was composed by Vivaldi?	The Four Seasons.	en
ABBR:abb	Which shorthand is used for Central Processing Unit?	CPU	en
ABBR:abb	Which shorthand represents the Department of Justice?	DOJ	en
ENTY:animal	Which species of bear is found exclusively in the Arctic circle?	The Polar Bear.	en
ENTY:animal	Which species of whale is famous for the complex songs it sings in the ocean?	The Humpback Whale.	en
ENTY:animal	Which species of whale is known for the complex songs it sings in the ocean?	The Humpback Whale.	en
ABBR:abb	Which specific acronym is used by researchers to identify the Intergovernmental Panel on Climate Change in reports?	IPCC	en
