label,text
request,May I take a quick look at your notes?
request,Would you mind if I rescheduled our appointment?
request,Could you verify that my address is on file correctly?
request,Would you be able to translate this paragraph for me?
request,Can you let me know when the parcel arrives?
request,May I ask you to keep this information confidential?
request,Would you mind turning off the overhead light?
request,Could you send me the invoice in PDF format?
request,Would you be able to cover my shift on Saturday?
request,Can you confirm receipt of my application?
request,Would you mind if we moved to a quieter table?
request,Could you explain how the refund policy works?
request,Would you be able to set up the projector before the presentation?
request,Can you double-check the calculations on page three?
request,May I bring a colleague to the meeting?
request,Would you mind helping me carry these boxes upstairs?
request,Could you let me know your availability next week?
request,Would you be able to arrange a taxi for the airport?
request,Can you make sure the door is locked when you leave?
request,May I leave my bag at the front desk?
request,Would you mind reviewing my draft before I submit it?
request,Could you provide a brief summary of the discussion?
request,Would you be able to collect the children from school today?
request,Can you inform the team about the change in venue?
request,May I ask for an extension on the payment deadline?
request,Would you mind if I used your charger for a moment?
request,Could you switch to a different browser and try again?
request,Would you be able to facilitate the next workshop?
request,Can you update the spreadsheet with the latest figures?
request,May I have a copy of the signed agreement?
request,Would you mind explaining the terms and conditions in plain language?
request,Could you call me back at a more convenient time?
request,Would you be able to arrange a meeting with the supplier?
request,Can you flag any urgent items in the inbox?
request,May I request a seat closer to the front?
request,Would you mind if I recorded this session for my own notes?
request,Could you provide the source data used in this analysis?
request,Would you be able to escort the visitor to the conference room?
request,Can you ensure the report is distributed to all board members?
request,May I have a few minutes to review the contract?
request,Would you mind closing the door on your way out?
request,Could you test the backup system before end of day?
request,Would you be able to prepare a short briefing on the topic?
request,Can you keep me updated as the situation develops?
request,May I enquire about the status of my visa application?
request,Would you mind if I contributed a few ideas to the proposal?
request,Could you arrange a translation of the legal document?
request,Would you be able to attend the site visit on my behalf?
request,Can you activate the out-of-office notification on my account?
request,May I have a quiet workspace for the next hour?
request,Would you mind giving me a second opinion on this decision?
request,Could you share the login credentials for the testing environment?
request,Would you be able to negotiate a better delivery window?
request,Can you follow up with the client about the outstanding invoice?
request,May I ask what the expected turnaround time is?
